Date,City,total_active,paid,non_paid,paid_expired,geocoded,building_level,landmark_level,non_geocoded
2023-01-04,Chennai,0.67604549,0.324029388,0.286170974,0.780863267,0.819886993,0.183333224,0.507257708,0.513414907
2023-01-04,Bangalore,0.17682761,0.674778403,0.882624325,0.376569006,0.961796869,0.996464198,0.722257376,0.351691611
2023-01-04,Ahmedabad,0.341034784,0.808117925,0.052604455,0.597790291,0.180912513,0.136006206,0.269271358,0.825295208
2023-01-05,Total,0,0.862287483,0.24605743,0.12314555,0.065139628,0.803773884,0.677520753,0.723402454
2023-01-05,Remote,0.285359842,0.503565467,0.299601403,0.553390317,0.095030228,0.44070429,0.732554621,0.958932855
2023-01-05,Pune,0.512964976,0.728380335,0.51283541,0.466577513,0.831978329,0.459345776,0.269558185,0.373747278
2023-01-05,Mumbai,0.728355556,0.048038094,0.474844999,0.352002143,0.561610005,0.110120716,0.131075038,0.638949431
2023-01-05,Kolkata,0.351970873,0.521783783,0.013161649,0.474075355,0.709844899,0.697874064,0.175872891,0.447474984
2023-01-05,Hyderabad,0.642044164,0.752997528,0.938639156,0.795197104,0.504091009,0.388005348,0.249005393,0.165946304
2023-01-05,Delhi,0.950577409,0.414705562,0.961575206,0.3158359,0.885100035,0.50686042,0.039876153,0.049221636
2023-01-05,Chennai,0.388012195,0.298614086,0.865618185,0.666571004,0.815604482,0.097201574,0.355421715,0.536937706
2023-01-05,Bangalore,0.712181046,0.36253788,0.810197526,0.554743076,0.139494862,0.031151608,0.350543729,0.24670588
2023-01-05,Ahmedabad,0.422009898,0.64881944,0.879386418,0.013827081,0.1478373,0.26881665,0.891265315,0.149765048
2023-01-06,Total,0.75498853,0.368728069,0.986109433,0.558364176,0.550762117,0.920145877,0.690976673,0.31338397
2023-01-06,Remote,0.938521273,0.933352293,0.858346894,0.998745742,0.794713683,0.646559253,0.013245687,0.066003618
2023-01-06,Pune,0.351536145,0.793056669,0.57685723,0.171811014,0.259818045,0.171298967,0.64852621,0.879329455
2023-01-06,Mumbai,0.228494006,0.582156244,0.422388775,0.592323304,0.424009782,0.432743099,0.959762234,0.788497291
2023-01-06,Kolkata,0.269018083,0.450102332,0.420761548,0.067876084,0.137320321,0.700044236,0.954735928,0.030134144
2023-01-06,Hyderabad,0.045722299,0.217152899,0.493607225,0.944240349,0.971653097,0.900192188,0.528113631,0.664073985
2023-01-06,Delhi,0.988675244,0.021802389,0.841149464,0.694538435,0.717381526,0.790025272,0.066969351,0.231301516
2023-01-06,Chennai,0.848729792,0.676885809,0.753290037,0.535634944,0.617040633,0.517669199,0.857158816,0.75507675
2023-01-06,Bangalore,0.454340324,0.35437204,0.744714406,0.707100128,0.004883487,0.931472148,0.39762483,0.678502915
2023-01-06,Ahmedabad,0.866337841,0.897517816,0.595982318,0.018913213,0.28053662,0.343075388,0.135180971,0.256403452
2023-01-07,Total,0.976162624,0.643352115,0.269244807,0.232657605,0.289201128,0.504969589,0.89477685,0.013002672
2023-01-07,Remote,0.076149439,0.357515968,0.316897679,0.289418276,0.72237346,0.109922268,0.193649245,0.975199402
2023-01-07,Pune,0.257189106,0.484733513,0.792163902,0.940147303,0.789780377,0.81491102,0.121138964,0.615141229
2023-01-07,Mumbai,0.441026454,0.626574583,0.028711967,0.470258269,0.093958096,0.707457265,0.177676483,0.742758431
2023-01-07,Kolkata,0.187293795,0.003253451,0.358840794,0.964174625,0.913041356,0.040537142,0.187647122,0.399955044
2023-01-07,Hyderabad,0.904471789,0.04693282,0.321894068,0.136182222,0.034145242,0.794398558,0.425067461,0.03849075
2023-01-07,Delhi,0.842140879,0.741344059,0.043602787,0.013837134,0.233059167,0.657982469,0.429103873,0.401764189
2023-01-07,Chennai,0.196318518,0.737480085,0.889073655,0.536111646,0.613374832,0.650001309,0.6263373,0.023647896
2023-01-07,Bangalore,0.467438774,0.872671958,0.120098504,0.031453474,0.731978172,0.760922093,0.004524486,0.182804784
2023-01-07,Ahmedabad,0.481938979,0.348926199,0.051063347,0.292775556,0.630565679,0.875964562,0.075663926,0.150969133
2023-01-08,Total,0.448828161,0.707774573,0.133509291,0.527960117,0.32940358,0.429014184,0.656430057,0.618277103
2023-01-08,Remote,0.096833676,0.445091876,0.908068705,0.661188174,0.835462635,0.926079122,0.260827546,0.863756182
2023-01-08,Pune,0.762450054,0.621245652,0.693193338,0.132585532,0.848607481,0.272120292,0.802753511,0.495917078
2023-01-08,Mumbai,0.911240665,0.76596679,0.932995541,0.679436708,0.611484804,0.948909246,0.372537264,0.074769236
2023-01-08,Kolkata,0.331544325,0.734287236,0.649203878,0.616625285,0.604134972,0.141629535,0.79379936,0.597756121
2023-01-08,Hyderabad,0.75981377,0.872753983,0.539359385,0.47621696,0.157732977,0.701567234,0.549096499,0.909638195
2023-01-08,Delhi,0.953674585,0.995065736,0.496692147,0.889488215,0.921443473,0.067975975,0.755717456,0.194593446
2023-01-08,Chennai,0.082767925,0.351066381,0.85939045,0.035751365,0.674551084,0.369851592,0.491136685,0.723916496
2023-01-08,Bangalore,0.985844315,0.530886275,0.983223114,0.039817449,0.704436398,0.494507576,0.670264369,0.209287668
2023-01-08,Ahmedabad,0.729891897,0.935252086,0.854054598,0.437508649,0.270758782,0.400553636,0.790145179,0.002285085
2023-01-09,Total,0.726106019,0.88350568,0.553674721,0.930902228,0.887405461,0.06329056,0.816539503,0.755658408
2023-01-09,Remote,0.903511305,0.711722029,0.974512907,0.390026855,0.251558488,0.779980158,0.175599231,0.82307557
2023-01-09,Pune,0.924258263,0.261343682,0.046870827,0.641794131,0.006760595,0.6505136,0.761095389,0.885370305
2023-01-09,Mumbai,0.393771231,0.909233589,0.29327448,0.183820038,0.362032219,0.471379046,0.016101525,0.212493816
2023-01-09,Kolkata,0.375207251,0.701742484,0.634448499,0.283547086,0.687661187,0.082798147,0.030442525,0.032542451
2023-01-09,Hyderabad,0.139735444,0.513296582,0.964394126,0.266189094,0.874645313,0.474679574,0.133186687,0.355003849
2023-01-09,Delhi,0.057938492,0.179658157,0.085544429,0.813049593,0.256703865,0.840304922,0.313044996,0.198310237
2023-01-09,Chennai,0.711588992,0.015065255,0.609547723,0.81431843,0.375107521,0.24527363,0.105098745,0.276461333
2023-01-09,Bangalore,0.024724353,0.337701066,0.943398268,0.074478495,0.61826398,0.257622817,0.765954382,0.271496724
2023-01-09,Ahmedabad,0.03539471,0.126402445,0.061750986,0.04754908,0.173693106,0.971756634,0.450166212,0.36859597
2023-01-10,Total,0.867192722,0.787897996,0.173867613,0.170282344,0.655600099,0.829391328,0.149195011,0.777204548
2023-01-10,Remote,0.612264166,0.234638182,0.169886372,0.041952747,0.314660797,0.819538338,0.993290829,0.735336967
2023-01-10,Pune,0.036956261,0.376020769,0.842209016,0.815013759,0.301954978,0.97010512,0.955319311,0.917716122
2023-01-10,Mumbai,0.305145361,0.73082208,0.103972746,0.746241349,0.015392702,0.143235046,0.505296768,0.070008247
2023-01-10,Kolkata,0.663744821,0.155218403,0.395641418,0.863698813,0.701190157,0.639815119,0.850002617,0.41206415
2023-01-10,Hyderabad,0.095707033,0.763072222,0.706610402,0.468733213,0.561611337,0.873577302,0.590867565,0.5541089
2023-01-10,Delhi,0.949039053,0.179833685,0.984293888,0.717700452,0.693300142,0.488876854,0.344496781,0.718212988
2023-01-10,Chennai,0.517131135,0.925981978,0.012205937,0.669825412,0.923130772,0.089452378,0.826769198,0.701820605
2023-01-10,Bangalore,0.826511681,0.354118004,0.209350096,0.777599248,0.84085136,0.033754837,0.490197303,0.859433481
2023-01-10,Ahmedabad,0.053898454,0.727090486,0.958435831,0.315373451,0.997509583,0.924073258,0.061066363,0.556101967
2023-01-11,Total,0.573417611,0.189667529,0.541697166,0.046591581,0.852200684,0.510992365,0.205450486,0.66213673
2023-01-11,Remote,0.492535144,0.548624057,0.675133768,0.256386715,0.893147334,0.389414059,0.10541739,0.906636769
2023-01-11,Pune,0.209060683,0.642598102,0.688584355,0.336189753,0.56889313,0.335419479,0.451086601,0.307882401
2023-01-11,Mumbai,0.695765593,0.400992365,0.77530715,0.390327365,0.88536964,0.93727658,0.078312409,0.131838586
2023-01-11,Kolkata,0.829369855,0.494436179,0.274767331,0.61296337,0.319975763,0.395845454,0.064364684,0.170572988
2023-01-11,Hyderabad,0.392329005,0.629604899,0.745609398,0.756218424,0.194835256,0.849874873,0.857143231,0.394437519
2023-01-11,Delhi,0.242225521,0.641300288,0.282018078,0.488281615,0,0.979833534,0.558641941,0.294918034
2023-01-11,Chennai,0.668562009,0.669695997,0.00312669,0.321632753,0.765433853,0.169507861,0.054518378,0.450182878
2023-01-11,Bangalore,0.435464446,0.673974111,0.864116949,0.769794177,0.615888201,0.893973695,0.736020152,0.688363687
2023-01-11,Ahmedabad,0.178608242,0.630862632,0.482613974,0.517663348,0.421511687,0.968289996,0.207921174,0.751953078
2023-01-12,Total,0.664089701,0.612847668,0.255916534,0.216362837,0.716336303,0.142422257,0.90531943,0.608276061
2023-01-12,Remote,0.833976199,0.667778335,0.84652577,0.916094226,0.054844368,0.890464279,0.536415593,0.114724094
2023-01-12,Pune,0.296838525,0.883115354,0.413187273,0.974407807,0.852850494,0.191572174,0.863014519,0.177121052
2023-01-12,Mumbai,0.796979317,0.539618558,0.988069925,0.825630688,0.834672082,0.454593247,0.510844139,0.901189087
2023-01-12,Kolkata,0.337088375,0.887099374,0.238546142,0.876649709,0.942321206,0.704107723,0.148873915,0.342335525
2023-01-12,Hyderabad,0.69989112,0.949382579,0.508432099,0.156912942,0.335540285,0.503277739,0.199865226,0.355344105
2023-01-12,Delhi,0.330914391,0.097538467,0.583583487,0.920673239,0.147975056,0.306736016,0.289236918,0.686564778
2023-01-12,Chennai,0.437286778,0.247043165,0.596140897,0.652691983,0.107305758,0.993665972,0.14093155,0.812392036
2023-01-12,Bangalore,0.876053595,0.184556933,0.544496649,0.549087923,0.425978883,0.573533575,0.757165088,0.777023241
2023-01-12,Ahmedabad,0.75179915,0.747324554,0.319403217,0.553516747,0.049846215,0.955614061,0.446712823,0.600880701
2023-01-13,Total,0.427475905,0.599948853,0.558095563,0.397118582,0.149685829,0.462933151,0.884266181,0.365595458
2023-01-13,Remote,0.730811893,0.185901885,0.999812873,0.554274281,0.815247016,0.084412916,0.385935942,0.879829657
2023-01-13,Pune,0.149902057,0.580353819,0.485696266,0.911326984,0.814176843,0.499909983,0.941214348,0.627147342
2023-01-13,Mumbai,0.966275175,0,0.605673848,0.528202738,0.872308681,0.663918281,0.423138468,0.577019642
2023-01-13,Kolkata,0.667165746,0.241340001,0.840096337,0.331874397,0.74749331,0.710028884,0.447270995,0.309386098
2023-01-13,Hyderabad,0.296508937,0.620551478,0.103077491,0.008348437,0.730396681,0.689761651,0.017561777,0.884276362
2023-01-13,Delhi,0.236117257,0.934158691,0.45787574,0.581575287,0.677768099,0.194034279,0.912805392,0.194809165
2023-01-13,Chennai,0.485673096,0.882712012,0.955442398,0.942157632,0.929295117,0.417614663,0.038809182,0.790735051
2023-01-13,Bangalore,0.141194159,0.112519714,0.179230173,0.709163805,0.07579018,0.801813187,0.385917835,0.542277286
2023-01-13,Ahmedabad,0.898867368,0.196823791,0.084921721,0.922133094,0.726471196,0.129152404,0.355644598,0.55718399
2023-01-14,Total,0.195231123,0.98306496,0.246202663,0.461369797,0.945969521,0.603122334,0.809802132,0.415647467
2023-01-14,Remote,0.447272327,0.746810358,0.076249723,0.921741141,0.120570441,0.440780459,0.538503368,0.819713191
2023-01-14,Pune,0.993716312,0.859546929,0.735887177,0.002397437,0.897042008,0.920144138,0.592329517,0.915522126
2023-01-14,Mumbai,0.969411886,0.009967901,0.476160291,0.273962539,0.093222645,0.811669876,0.100452188,0.810270386
2023-01-14,Kolkata,0.261565695,0.301953798,0.418444794,0.51632145,0.617277835,0.445933901,0.606485136,0.692163309
2023-01-14,Hyderabad,0.19241315,0.163569469,0.744189332,0.754962713,0.497985431,0.320615086,0.299171577,0.03369137
2023-01-14,Delhi,0.179136176,0.76705965,0.196400585,0.43944889,0.323026038,0.934171636,0.304633711,0.217464862
2023-01-14,Chennai,0.481987289,0.394530343,0.683938803,0.682456985,0.505388847,0.488082289,0.379742825,0.310735152
2023-01-14,Bangalore,0.888646363,0.318866415,0.460670118,0.706845445,0.785016038,0.501774175,0.700850551,0.842954849
2023-01-14,Ahmedabad,0.861834423,0.093263472,0.447536638,0.382024626,0.491768365,0.268942775,0.256059212,0.06373431
2023-01-15,Total,0.407170652,0.068125997,0.471867963,0.32627857,0.897546705,0.193932318,0.961587088,0.647282778
2023-01-15,Remote,0.272425239,0.518787422,0.314483272,0.441976254,0.983436835,0.249364622,0.137559422,0.712840307
2023-01-15,Pune,0.781057523,0.079926435,0.596247012,0.26145495,0.789807808,0.993879365,0.941840418,0.359751614
2023-01-15,Mumbai,0.84378207,0.566753538,0.278429479,0.132795454,0.09159827,0.430278481,0.510313256,0.521801856
2023-01-15,Kolkata,0.149289219,0.044756793,0.953330857,0.313927254,0.517797723,0.765780911,0.829945979,0.77849423
2023-01-15,Hyderabad,0.089884441,0.280862719,0.678875403,0.192711754,0.297860493,0.811061878,0.324529079,0.308477387
2023-01-15,Delhi,0.767045202,0.496450658,0.099732519,0.122157767,0.022263597,0.623630647,0.597845129,0.174229156
2023-01-15,Chennai,0.166472349,0.095689188,0.858747533,0.309871391,0.145742192,0.22380133,0.582807153,0.866636623
2023-01-15,Bangalore,0.033053412,0.483041811,0.402344868,0.271227061,0.69535391,0.577625341,0.624921756,0.704124237
2023-01-15,Ahmedabad,0.256383724,0.81116072,0.766756343,0.299678185,0.247786195,0.130675801,0.669202163,0.944902827
2023-01-16,Total,0.583377634,0.92678098,0.387322086,0.061945033,0.396442501,0.924351461,0.770164864,0.672545991
2023-01-16,Remote,0.226782017,0.726547989,0.680197423,0.99490591,0.326952618,0.514422095,0.81387772,0.487961444
2023-01-16,Pune,0.284336507,0.831097508,0.972789113,0.106793427,0.94347882,0.057813159,0.273816201,0.86864752
2023-01-16,Mumbai,0.332979989,0.975871782,0.248799517,0.818395772,0.76986339,0.696050495,0.291386941,0.785647757
2023-01-16,Kolkata,0.111800365,0.47878748,0.455841615,0.943206824,0.939331358,0.29085148,0.679157494,0.447134012
2023-01-16,Hyderabad,0.153914587,0.958275514,0.858061804,0.317227971,0.090173592,0.246439253,0.941538123,0.94565042
2023-01-16,Delhi,0.258145724,0.267217126,0.431746673,0.484815413,0.904794769,0.59816438,0.820177406,0.081888789
2023-01-16,Chennai,0.842873992,0.938308367,0.535757562,0.925704924,0.731147198,0.917618741,0.691699315,0.080092801
2023-01-16,Bangalore,0.198529835,0.553646055,0.360270035,0.013558311,0.886586696,0.117738105,0.291374472,0.952056593
2023-01-16,Ahmedabad,0.485796069,0.662516241,0.143488753,0.961845223,0.346038417,0.449888334,0.382299618,0.95552428
2023-01-17,Total,0.823848959,0.656861851,0.413517177,0.794456159,0.779440746,0.527092714,0.323547377,0.727553164
2023-01-17,Remote,0.02520096,0.836134102,0.900115024,0.148696952,0.996915353,0.823680459,0.191990782,0.18608544
2023-01-17,Pune,0.681301511,0.362498842,0.889205553,0.918542558,0.120976004,0.536029254,0.067767983,0.306956973
2023-01-17,Mumbai,0.570098203,0.594564791,0.742823824,0.920362617,0.650819221,0.349060314,0.644136487,0.658602454
2023-01-17,Kolkata,0.851361819,0.788240639,0.831748363,0.749956358,0.273980201,0.067425273,0.266576822,0.130087936
2023-01-17,Hyderabad,0.187528003,0.33514199,0.612004139,0.181712224,0.156217213,0.693743895,0.228354361,0.522766632
2023-01-17,Delhi,0.915467727,0.071080008,0.908328308,0.665416379,0.748850592,0.705077089,0.047868654,0.240571132
2023-01-17,Chennai,0.335828875,0.967484303,0.064636909,0.220057465,0.766220313,0.283641251,0.255241246,0.956724228
2023-01-17,Bangalore,0.714798254,0.315325882,0.457048221,0.510434401,0.531189748,0.05307613,0.911282869,0.317576592
2023-01-17,Ahmedabad,0.503822755,0.062396313,0.504656185,0.062106487,0.699571559,0.067204192,0.549148123,0.229858974
2023-01-18,Total,0.394417578,0.256315523,0.905203133,0.780267531,0.525581668,0.088139335,0.875989285,0.955809304
2023-01-18,Remote,0.373808065,0.189937371,0.423521643,0.655389056,0.634782527,0.585437982,0.495466158,0.490115026
2023-01-18,Pune,0.742382069,0.644158531,0.814585291,0.074788003,0.853064364,0.40152343,0.322088855,0.540826706
2023-01-18,Mumbai,0.107420891,0.073225619,0.528635067,0.339433615,0.768067063,0.915734109,0.202711178,0.260655203
2023-01-18,Kolkata,0.201463382,0.102484062,0.665567651,0.64708696,0.055859801,0.051449902,0.35489208,0.801498684
2023-01-18,Hyderabad,0.793024935,0.466856317,0.798602619,0.827607361,0.380982222,0.625949436,0.988200032,0.164994516
2023-01-18,Delhi,0.360038063,0.188013014,0.537251017,0.216602994,0.714852028,0.201652924,0.790559521,0.913447479
2023-01-18,Chennai,0.810820115,0.664284803,0.646229571,0.481058832,0.474801674,0.956526615,0.584164948,0.792051152
2023-01-18,Bangalore,0.477488443,0.915695584,0.099203501,0.422845416,0.501626343,0.429141672,0.024023859,0.664314519
2023-01-18,Ahmedabad,0.939702459,0.963410993,0.489061416,0.519671498,0.01845262,0.819300599,0.480169678,0.820339788
2023-01-19,Total,0.609038671,0.248770301,0.499036595,0.936497745,0.031203416,0.303221671,0.555844517,0.15821507
2023-01-19,Remote,0.567180026,0.85703306,0.321701959,0.004970782,0.686258119,0.402699361,0.808906481,0.296688286
2023-01-19,Pune,0.188406535,0.963475764,0.829462769,0.53858874,0.991090487,0.925355685,0.298679959,0.62061771
2023-01-19,Mumbai,0.774824792,0.793138686,0.130086947,0.074360816,0.981889371,0.258264452,0.794209197,0.388106902
2023-01-19,Kolkata,0.079941393,0.404091067,0.095013897,0.564257794,0.632363851,0.243761201,0.079570281,0.309930344
2023-01-19,Hyderabad,0.801425264,0.867628946,0.898190324,0.85252806,0.086604208,0.218810309,0.122367756,0.582787411
2023-01-19,Delhi,0.939109771,0.050006377,0.152310939,0.130107073,0.491641346,0.223096505,0.436052704,0.321614447
2023-01-19,Chennai,0.218113469,0.358866691,0.082728503,0.971788844,0.579366525,0.307009442,0.794932843,0.645843417
2023-01-19,Bangalore,0.850458022,0.696518547,0.831385241,0.872569265,0.714298749,0.51591319,0.016692686,0.835246805
2023-01-19,Ahmedabad,0.290741955,0.410157878,0.995501871,0.101251326,0.815648603,0.952389599,0.864036833,0.120189509
2023-01-20,Total,0.932454183,0.491068376,0.024501009,0.782379715,0.666445167,0.940525143,0.587942183,0.026860584
2023-01-20,Remote,0.753651176,0.11988441,0.562337781,0.376199975,0.119326875,0.989134588,0.009413812,0.229817986
2023-01-20,Pune,0.169100678,0.091659254,0.98026608,0.244704532,0.704648555,0.931811259,0.625794426,0.214340694
2023-01-20,Mumbai,0.216428915,0.147922333,0.496487919,0.922926271,0.275317232,0.475392724,0.829619891,0.296705463
2023-01-20,Kolkata,0.08547458,0.940766777,0.359292902,0.038916602,0.2876172,0.461565388,0.183169411,0.475857465
2023-01-20,Hyderabad,0.87990851,0.388338549,0.764496556,0.641098468,0.430511826,0.014882651,0.596824732,0.533720993
2023-01-20,Delhi,0.219431563,0.948809713,0.962486527,0.772854058,0.878221913,0.399310935,0.153396785,0.825400744
2023-01-20,Chennai,0.777014202,0.238630343,0.345007482,0.822284202,0.536795959,0.600215135,0.868415727,0.252970562
2023-01-20,Bangalore,0.978021649,0.888385162,0.597220394,0.802590714,0.0538964,0.649727782,0.219436543,0.734259562
2023-01-20,Ahmedabad,0.471061798,0.127018109,0.124493344,0.053284284,0.863301804,0.386652005,0.892015676,0.710498698
2023-01-21,Total,0.217660879,0.814419889,0.853519184,0.231795227,0.869009236,0.004524284,0.783655825,0.837738861
2023-01-21,Remote,0.674469994,0.024754574,0.630452723,0.506277897,0.691292709,0.913277023,0.940387291,0.699872659
2023-01-21,Pune,0.025198523,0.694796261,0.45080782,0.149080545,0.422701044,0.455933084,0.890564103,0.673356299
2023-01-21,Mumbai,0.443495388,0.075525825,0.307689654,0.068760284,0.033137408,0.846306376,0.745147129,0.93946983
2023-01-21,Kolkata,0.556879958,0.035378717,0.705440177,0.374442409,0.055618786,0.963454845,0.202167445,0.524365053
2023-01-21,Hyderabad,0.283316906,0.685286176,0.086341504,0.96589034,0.097083803,0.569338749,0.118783327,0.066480432
2023-01-21,Delhi,0.166852803,0.30449846,0.440090934,0.606178659,0.242934896,0.226183975,0.957508891,0.381524212
2023-01-21,Chennai,0.807058245,0.545359716,0.821693687,0.911412125,0.10726882,0.372732577,0.134746694,0.696435581
2023-01-21,Bangalore,0.99608933,0.779188954,0.35045064,0.787725457,0.890441089,0.864014175,0.296561724,0.835139402
2023-01-21,Ahmedabad,0.014418235,0.072344338,0.093942752,0.418745771,0.3101884,0.356184129,0.31819857,0.173287059
2023-01-22,Total,0.451985623,0.669212605,0.32262738,0.317402361,0.15249681,0.751387161,0.950349818,0.493174109
2023-01-22,Remote,0.220334651,0.300528938,0.743066513,0.960961987,0.65019325,0.413875652,0.823483239,0.522863815
2023-01-22,Pune,0.903029639,0.07446869,0.890533616,0.878480406,0.625645274,0.16042269,0.163652507,0.104653714
2023-01-22,Mumbai,0.388850018,0.786356473,0.805978036,0.178352079,0.139851425,0.336259996,0.166656165,0.359603833
2023-01-22,Kolkata,0.362463158,0.524430726,0.950851648,0.583550921,0.369177188,0.454501138,0.218573107,0.521268012
2023-01-22,Hyderabad,0.139625917,0.112659695,0.902041431,0.715452475,0.650105155,0.788684389,0.932318091,0.820753139
2023-01-22,Delhi,0.185795259,0.901418812,0.444849338,0.196323702,0.363817143,0.561270303,0.38800147,0.337442919
2023-01-22,Chennai,0.963606746,0.014476034,0.563791823,0.601691658,0.643110831,0.362877931,0.130058931,0.870331588
2023-01-22,Bangalore,0.760160477,0.660691699,0.180192725,0.256662403,0.592357073,0.162258794,0.188500993,0.148697871
2023-01-22,Ahmedabad,0.034449421,0.590043877,0.373566107,0.273032645,0.579228058,0.091983545,0.851508968,0.841390393
2023-01-23,Total,0.299638824,0.836247085,0.047728509,0.942406683,0.328676439,0.083558692,0.863074743,1
2023-01-23,Remote,0.553056368,0.998206336,0.969985758,0.445775339,0.407921962,0.972599566,0.422748533,0.407672153
2023-01-23,Pune,0.775914692,0.166471805,0.582643795,0.487255056,0.217222882,0.760382519,0.250345002,0.874379738
2023-01-23,Mumbai,0.682907833,0.490351861,0.038195066,0.256042846,0.839930901,0.699781794,0.381565143,0.181173053
2023-01-23,Kolkata,0.791224722,0.369669153,0.072877281,0.299016159,0.598153474,0.649581716,0.323581057,0.21510836
2023-01-23,Hyderabad,0.400950872,0.852805428,0.454244049,0.173621095,0.843297193,0.141950306,0.207954954,0.883747784
2023-01-23,Delhi,0.241808382,0.31579877,0.716229532,0.058855145,0.069202951,0.112191085,0.686263111,0.737114352
2023-01-23,Chennai,0.162437389,0.055961972,0.159066621,0.124836763,0.743943114,0.236429196,0.933993195,0.694977819
2023-01-23,Bangalore,0.215895606,0.146460679,0.371376333,0.745592535,0.625132555,0.129247728,0.343531902,0.562504676
2023-01-23,Ahmedabad,0.502671186,0.246791706,0.898543632,0.330160546,0.604546522,0.503176662,0.357718365,0.400584704
